City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
339,Faget,RO,45.85,22.1833,52.56,65,32,0.31,scattered clouds
340,Montevideo,UY,-34.8335,-56.1674,62.31,85,0,11.99,clear sky
341,Ronne,DK,55.1009,14.7066,35.51,93,4,2.3,clear sky
342,Omboue,GA,-1.5746,9.2618,76.84,89,96,8.79,light rain
343,Tazovskiy,RU,67.4667,78.7,36.0,88,100,16.91,light rain
344,Ust-Ishim,RU,57.6935,71.1665,39.31,90,100,5.12,overcast clouds
345,Zaozerne,UA,45.1582,33.2787,58.42,79,68,14.07,broken clouds
346,Walvis Bay,NA,-22.9575,14.5053,61.09,88,23,4.61,few clouds
347,Lundazi,ZM,-12.2929,33.1782,68.97,51,31,10.85,scattered clouds
348,Necochea,AR,-38.5473,-58.7368,64.81,67,91,14.92,overcast clouds
349,Villarrica,PY,-25.75,-56.4333,67.55,99,100,5.12,overcast clouds
350,Amapa,BR,1.0,-52.0,73.96,92,91,3.36,overcast clouds
351,Maarianhamina,AX,60.0973,19.9348,44.46,81,0,5.75,clear sky
352,Westport,US,41.1415,-73.3579,51.78,62,0,9.22,clear sky
353,Salo,IT,45.6086,10.531,62.69,70,18,5.86,few clouds
354,Kulhudhuffushi,MV,6.6221,73.07,80.89,79,80,17.34,light rain
355,Oranjemund,NA,-28.55,16.4333,59.05,95,15,7.43,few clouds
356,Chancay,PE,-11.5714,-77.2672,61.99,83,59,8.48,broken clouds
357,Sackville,CA,45.9188,-64.3846,57.78,95,100,13.02,overcast clouds
358,Faya,SA,18.3851,42.4509,57.72,41,0,5.03,clear sky
359,Solt,HU,46.8007,18.9999,48.38,73,0,7.27,clear sky
360,Zaporizhzhya,UA,47.8167,35.1833,52.9,84,100,5.21,overcast clouds
361,Tkibuli,GE,42.3477,42.9981,54.64,87,97,3.65,overcast clouds
362,Ponta Delgada,PT,37.7333,-25.6667,65.12,82,75,11.5,shower rain
363,Inhambane,MZ,-23.865,35.3833,70.95,83,49,7.85,scattered clouds
364,Bilma,NE,18.6853,12.9164,76.55,23,0,9.48,clear sky
365,Fuerte Olimpo,PY,-21.0415,-57.8738,80.24,66,36,2.8,scattered clouds
366,Rusne,LT,55.2964,21.3758,44.33,75,53,6.4,broken clouds
367,Hobyo,SO,5.3505,48.5268,77.63,83,55,17.25,broken clouds
368,Sur,OM,22.5667,59.5289,80.8,37,100,3.71,overcast clouds
369,Altamira,BR,-3.2033,-52.2064,77.58,81,86,3.11,overcast clouds
370,Saldanha,ZA,-33.0117,17.9442,57.25,89,66,10.85,broken clouds
371,Calvinia,ZA,-31.4707,19.776,64.06,49,32,5.91,scattered clouds
372,Witu,KE,-2.3889,40.4382,73.56,89,22,8.63,few clouds
373,Tocopilla,CL,-22.092,-70.1979,63.01,70,16,9.89,few clouds
374,Kusti,SD,13.1629,32.6635,81.1,60,29,7.36,scattered clouds
375,Kabo,CF,7.6994,18.629,72.54,88,100,2.21,overcast clouds
376,Lerwick,GB,60.1545,-1.1494,44.6,63,100,9.55,overcast clouds
377,Tenenkou,ML,14.4572,-4.9169,85.62,19,51,4.63,broken clouds
378,Marovoay,MG,-16.1,46.6333,71.1,72,0,4.41,clear sky
379,Maldonado,UY,-34.6667,-54.9167,64.22,92,80,9.46,broken clouds
380,Ciudad Bolivar,VE,8.1222,-63.5497,86.72,55,97,6.62,overcast clouds
381,Dniprovka,UA,47.4295,34.618,54.68,82,100,7.47,overcast clouds
382,Kibaya,TZ,-5.3,36.5667,56.3,87,79,5.93,broken clouds
383,Imbituba,BR,-28.24,-48.6703,65.12,94,20,0.89,few clouds
384,Buraydah,SA,26.326,43.975,70.25,13,1,7.85,clear sky
385,Bafut,CM,6.0833,10.1,64.71,95,100,0.96,overcast clouds
386,Port Blair,IN,11.6667,92.75,79.75,80,90,10.38,overcast clouds
387,Bonthe,SL,7.5264,-12.505,76.62,89,75,1.74,light rain
388,Saint-Leu,RE,-21.15,55.2833,68.83,72,20,7.72,few clouds
389,Chabahar,IR,25.2919,60.643,81.54,56,93,3.42,overcast clouds
390,Mbuji-Mayi,CD,-6.15,23.6,69.89,94,100,3.78,moderate rain
391,Camargo,MX,27.6667,-105.1667,66.31,56,93,1.74,overcast clouds
392,Baihar,IN,22.1,80.55,62.55,78,0,2.46,clear sky
393,Zhanakorgan,KZ,43.9098,67.2495,45.9,40,56,7.56,broken clouds
394,Eydhafushi,MV,5.1033,73.0708,80.85,78,93,16.53,overcast clouds
395,Brigantine,US,39.4101,-74.3646,52.02,63,0,4.61,clear sky
396,Trinidad,BO,-14.8333,-64.9,75.18,94,75,2.3,broken clouds
397,Cartagena,CO,10.3997,-75.5144,83.82,79,75,4.61,broken clouds
398,Itarema,BR,-2.9248,-39.9167,79.23,80,44,17.43,scattered clouds
399,Riosucio,CO,5.4216,-75.7032,60.96,99,99,2.04,overcast clouds
400,Pudozh,RU,61.8099,36.5345,37.56,83,98,6.76,overcast clouds
401,Santa Marta,CO,11.2408,-74.199,84.25,84,40,3.44,light rain
402,Arroio Grande,BR,-32.2375,-53.0869,60.64,94,58,7.58,broken clouds
403,Havoysund,NO,70.9963,24.6622,37.63,77,100,27.58,light rain
404,Porteirinha,BR,-15.7433,-43.0283,81.43,27,11,9.55,few clouds
405,Veraval,IN,20.9,70.3667,78.01,53,7,8.61,clear sky
406,Beyneu,KZ,45.3167,55.2,52.45,43,27,13.42,scattered clouds
407,Sao Jose Da Coroa Grande,BR,-8.8978,-35.1478,75.18,82,30,11.61,scattered clouds
408,Kasangulu,CD,-4.5911,15.1708,74.93,75,63,5.35,broken clouds
409,Ayagoz,KZ,47.9714,80.4392,38.84,59,100,11.61,overcast clouds
410,Kauhajoki,FI,62.4333,22.1833,39.18,85,96,6.91,overcast clouds
411,Sistranda,NO,63.7256,8.834,44.56,77,100,18.79,overcast clouds
412,Benton Harbor,US,42.1167,-86.4542,45.1,52,75,13.8,broken clouds
413,Bruck An Der Leitha,AT,48.0167,16.7667,52.45,77,0,3.44,clear sky
414,Turukhansk,RU,65.8167,87.9833,33.03,97,100,17.56,overcast clouds
415,Gien,FR,47.6933,2.6309,60.55,68,100,8.23,overcast clouds
416,Namestovo,SK,49.4079,19.4803,45.97,93,73,2.8,broken clouds
417,Visby,SE,57.6409,18.296,45.82,76,93,8.05,overcast clouds
418,Marsala,IT,37.7966,12.4352,65.93,88,20,2.3,few clouds
419,Kuopio,FI,62.8924,27.677,39.15,87,0,9.22,clear sky
420,Chokwe,MZ,-24.5333,32.9833,69.89,78,2,4.56,clear sky
421,Kruisfontein,ZA,-34.0033,24.7314,69.89,85,98,22.1,overcast clouds
422,Izazi,TZ,-7.2,35.7333,73.02,49,64,4.25,broken clouds
423,Zomba,MW,-15.386,35.3188,67.96,67,33,3.89,scattered clouds
424,Tabou,CI,4.423,-7.3528,76.26,89,92,6.24,light rain
425,Uusikaupunki,FI,60.8004,21.4084,47.21,72,100,18.03,overcast clouds
426,Pombas,CV,17.1503,-25.0201,76.78,80,13,13.38,few clouds
427,Gayeri,BF,12.6497,0.4931,83.23,34,97,6.53,overcast clouds
428,Mbanza-Ngungu,CD,-5.25,14.8667,71.37,81,44,8.59,scattered clouds
429,Henties Bay,NA,-22.116,14.2845,59.07,87,98,9.31,overcast clouds
430,Pitkyaranta,RU,61.5734,31.4792,37.8,84,98,8.84,overcast clouds
431,San Cristobal,VE,7.7669,-72.225,75.38,96,96,1.72,overcast clouds
432,Matay,EG,28.419,30.7792,70.38,48,0,7.96,clear sky
433,Peterhead,GB,57.5058,-1.7981,50.4,76,100,18.1,overcast clouds
434,Aswan,EG,24.0934,32.907,78.1,33,0,9.22,clear sky
435,Mocuba,MZ,-16.8392,36.9856,71.01,96,41,4.12,scattered clouds
436,Bloemfontein,ZA,-29.1211,26.214,65.68,72,69,12.66,broken clouds
437,Nsunga,TZ,-1.1439,31.3947,63.12,90,94,2.1,overcast clouds
438,Luanda,AO,-8.8368,13.2343,77.0,83,75,8.05,broken clouds
439,Kerewan,GM,13.4898,-16.0888,80.24,83,9,5.5,clear sky
440,Eyl,SO,7.9803,49.8164,77.85,83,25,11.43,scattered clouds
441,Severomorsk,RU,69.0689,33.4162,34.2,63,96,21.85,overcast clouds
442,Obidos,BR,-1.9175,-55.5181,80.76,73,93,3.38,overcast clouds
443,Krasnoselkup,RU,65.7,82.4667,35.92,97,100,19.57,overcast clouds
444,Patacamaya,BO,-17.2333,-67.9167,53.51,48,43,7.14,scattered clouds
445,Saint-Francois,FR,46.4154,3.9054,58.68,94,0,2.3,clear sky
446,Rognan,NO,67.0953,15.3878,44.06,96,100,4.09,overcast clouds
447,Pottsville,US,40.6857,-76.1955,45.75,67,77,1.01,broken clouds
448,Dinar,TR,38.065,30.1656,53.56,67,5,2.59,clear sky
449,Maues,BR,-3.3836,-57.7186,76.64,87,88,2.15,overcast clouds
450,Atbasar,KZ,51.8,68.3333,43.3,82,100,14.85,overcast clouds
451,Santa Rosa,PH,14.3122,121.1114,79.09,91,100,3.51,overcast clouds
452,Panyutyne,UA,48.9333,36.2833,47.59,91,100,5.99,overcast clouds
453,Nicolas Bravo,MX,18.45,-88.9167,74.73,96,45,4.79,light rain
454,Oranzherei,RU,45.8476,47.5663,60.03,88,100,4.92,overcast clouds
455,Barabinsk,RU,55.3571,78.357,42.06,77,100,12.39,overcast clouds
456,Sorland,NO,67.667,12.6934,40.86,69,97,9.42,overcast clouds
457,Changji,CN,44.0167,87.3167,45.39,87,0,2.24,clear sky
458,Mahibadhoo,MV,3.7833,72.9667,81.43,76,83,14.03,broken clouds
459,Teeli,RU,51.0333,90.2333,25.93,69,40,2.26,scattered clouds
460,Navahrudak,BY,53.6,25.8333,35.13,80,6,11.9,clear sky
461,Zhovtneve,UA,50.6637,24.2492,40.96,85,49,11.3,scattered clouds
462,Vilcun,CL,-38.65,-72.2333,47.14,69,37,4.81,scattered clouds
463,Malpe,IN,13.35,74.7167,76.3,94,100,3.96,overcast clouds
464,Jinka,ET,5.65,36.65,62.67,87,70,3.98,light rain
465,Takoradi,GH,4.8845,-1.7554,76.98,88,30,7.63,light rain
466,Watertown,US,42.3709,-71.1828,51.66,59,0,12.66,clear sky
467,Mahon,ES,39.8885,4.2658,70.36,100,75,8.05,broken clouds
468,Gayny,RU,60.3071,54.3241,33.85,92,90,7.78,overcast clouds
469,Dwarka,IN,22.2394,68.9678,79.36,58,4,5.82,clear sky
470,Qandala,SO,11.472,49.8728,79.93,66,4,3.83,clear sky
471,Moose Factory,CA,51.2585,-80.6094,37.4,93,0,6.91,clear sky
472,Dasoguz,TM,41.8363,59.9666,48.15,61,0,9.22,clear sky
473,Matagami,CA,49.7502,-77.6328,37.51,93,75,2.3,broken clouds
474,Bama,NG,11.5221,13.6856,77.86,34,42,2.93,scattered clouds
475,Khor,RU,47.8861,134.9464,38.37,69,54,8.68,broken clouds
476,Gwalior,IN,26.2236,78.1792,70.65,55,3,6.82,clear sky
477,Lac-Megantic,CA,45.5834,-70.8823,41.56,76,42,3.56,scattered clouds
478,Marienburg,PL,54.0359,19.0266,43.84,67,57,6.85,broken clouds
479,Narasannapeta,IN,18.4167,84.05,74.95,89,64,5.64,broken clouds
480,Puerto Colombia,CO,10.9878,-74.9547,77.09,79,29,12.84,scattered clouds
481,Duque De Caxias,BR,-22.7856,-43.3117,75.09,88,75,5.75,broken clouds
482,Sal Rei,CV,16.1833,-22.9167,77.99,83,7,13.42,clear sky
483,Edemissen,DE,52.387,10.2614,47.75,81,100,1.99,overcast clouds
484,Semibratovo,RU,57.3046,39.5369,37.26,87,91,5.12,overcast clouds
485,Deshnok,IN,27.7986,73.3447,76.14,27,0,11.36,clear sky
486,Sokolo,ML,14.7328,-6.1219,87.89,17,52,5.99,broken clouds
487,San Luis,AR,-33.295,-66.3356,60.4,73,87,4.59,overcast clouds
488,Valjevo,RS,44.2751,19.8982,46.8,79,2,6.15,clear sky
489,Dosso,NE,13.049,3.1937,83.07,23,91,3.33,overcast clouds
490,Novobirilyussy,RU,56.9514,90.6661,36.23,96,100,6.67,overcast clouds
491,Gornopravdinsk,RU,60.05,69.9,39.65,92,100,6.55,overcast clouds
492,Krasnaya Gorka,RU,55.1962,56.6673,42.26,92,100,1.86,overcast clouds
493,Masvingo,ZW,-20.0637,30.8277,64.22,54,27,5.01,scattered clouds
494,Bolanos De Calatrava,ES,38.9069,-3.6635,65.73,66,100,0.31,overcast clouds
495,Marystown,CA,47.1666,-55.1483,56.07,92,58,14.9,broken clouds
496,Novobelokatay,RU,55.7062,58.9549,37.6,97,100,3.36,overcast clouds
497,Am Timan,TD,11.0297,20.2827,78.55,51,12,1.92,few clouds
498,Peniche,PT,39.3558,-9.3811,61.29,92,0,17.31,clear sky
499,San Lazaro,BZ,18.0387,-88.6622,76.98,91,68,6.53,moderate rain
500,Sao Sebastiao,BR,-23.76,-45.4097,71.22,93,31,5.32,scattered clouds
501,Saint Anthony,US,45.0205,-93.218,48.13,27,100,11.5,overcast clouds
502,Tessalit,ML,20.1986,1.0114,80.87,21,27,9.1,scattered clouds
503,Saint-Augustin,CA,51.226,-58.6502,51.73,86,97,13.42,overcast clouds
504,Krasnovishersk,RU,60.4078,57.082,32.45,92,86,5.93,overcast clouds
505,Olafsvik,IS,64.8945,-23.7142,44.74,82,100,18.63,overcast clouds
506,Kipini,KE,-2.5257,40.5262,73.69,84,28,13.27,scattered clouds
507,Kushmurun,KZ,52.4503,64.6311,44.13,69,100,7.72,overcast clouds
508,Jati,PK,24.3539,68.2671,75.58,73,48,7.9,scattered clouds
509,Pathanamthitta,IN,9.2667,76.7833,76.73,97,83,1.66,broken clouds
510,Belle Glade,US,26.6845,-80.6676,64.02,66,100,9.82,overcast clouds
511,Lichinga,MZ,-13.3128,35.2406,62.69,72,0,10.36,clear sky
512,Prestea,GH,5.4327,-2.1428,73.17,98,93,3.0,light rain
513,Chimbote,PE,-9.0853,-78.5783,62.13,82,74,11.18,broken clouds
514,Solenzo,BF,12.1833,-4.0833,80.87,47,15,4.45,few clouds
515,Mikkeli,FI,61.6886,27.2723,39.31,87,75,9.22,broken clouds
516,Tortoli,IT,39.9256,9.6572,64.22,82,20,8.05,few clouds
517,Ibotirama,BR,-12.1853,-43.2206,84.85,23,28,4.9,scattered clouds
518,Les Escoumins,CA,48.1111,-69.0236,42.15,86,99,10.45,overcast clouds
519,Costa Rica,BR,-23.4167,-54.65,72.34,89,31,4.76,scattered clouds
520,Rio Gallegos,AR,-51.6226,-69.2181,55.45,9,75,18.41,broken clouds
521,Manyana,BW,-23.4,21.7167,72.28,40,32,6.26,scattered clouds
522,Niamey,NE,13.5137,2.1098,86.29,28,81,2.3,broken clouds
523,Bayonne,FR,43.3333,-1.4167,66.07,88,100,4.61,overcast clouds
524,Bonito,BR,-21.1211,-56.4819,75.94,77,67,2.46,broken clouds
525,Boa Vista,BR,2.8197,-60.6733,75.18,88,40,4.61,light rain
526,Insch,GB,57.3427,-2.6132,49.21,91,100,11.01,overcast clouds
527,Alta Floresta,BR,-9.8756,-56.0861,73.81,85,95,2.82,moderate rain
528,Bafia,CM,4.75,11.2333,70.21,99,100,2.04,light rain
529,Muravlenko,RU,63.7898,74.523,36.3,97,100,13.67,overcast clouds
530,Marsh Harbour,BS,26.5412,-77.0636,76.84,77,100,13.11,overcast clouds
531,Shipunovo,RU,52.1582,82.2173,44.6,44,100,18.16,overcast clouds
532,Charleston,US,32.7766,-79.9309,56.01,66,20,3.44,few clouds
533,Nizwa,OM,22.9333,57.5333,72.97,23,65,1.68,broken clouds
534,Ilabaya,PE,-17.4208,-70.5133,64.76,55,3,2.44,clear sky
535,Volot,RU,57.9278,30.7025,33.55,95,21,5.64,few clouds
536,Balotra,IN,25.8333,72.2333,77.2,31,14,7.36,few clouds
537,Chapada Dos Guimaraes,BR,-15.4606,-55.7497,76.66,40,37,3.09,scattered clouds
538,Aktau,KZ,43.65,51.2,57.78,69,100,23.44,overcast clouds
539,Vieux Fort,LC,13.7167,-60.95,81.72,78,40,14.97,scattered clouds
540,Canto Do Buriti,BR,-8.11,-42.9444,87.75,33,80,6.17,broken clouds
541,Zanjan,IR,36.6736,48.4787,55.36,55,11,6.58,few clouds
542,Mikhaylovka,RU,50.06,43.2379,50.7,74,100,5.14,overcast clouds
543,Oxapampa,PE,-10.5775,-75.4017,61.21,97,84,1.32,broken clouds
544,Nantucket,US,41.2835,-70.0995,53.71,62,20,17.27,few clouds
545,Manta,EC,-0.95,-80.7333,71.38,83,100,10.36,overcast clouds
546,Akcaabat,TR,41.0212,39.5715,66.07,88,75,4.61,broken clouds
547,Kamenka,RU,51.3223,42.7678,47.59,85,100,8.05,overcast clouds
548,Skopin,RU,53.8249,39.5505,46.27,95,100,4.65,overcast clouds
549,Biltine,TD,14.5333,20.9167,82.72,22,2,8.61,clear sky
550,Cabras,IT,39.93,8.5314,64.74,83,0,4.9,clear sky
551,Kondinskoye,RU,59.6481,67.41,36.52,96,99,6.82,overcast clouds
552,Fili,RU,55.7425,37.4856,43.48,82,99,7.47,overcast clouds
553,Chhabra,IN,24.6667,76.8333,66.97,64,1,6.06,clear sky
554,Tucurui,BR,-3.7661,-49.6725,82.44,57,58,2.35,broken clouds
555,Nijar,ES,36.9665,-2.206,67.66,94,100,2.3,overcast clouds
556,Dapaong,TG,10.8639,0.205,78.55,55,17,3.24,few clouds
557,Viedma,AR,-40.8135,-62.9967,72.5,44,93,15.37,overcast clouds
558,Ilebo,CD,-4.3167,20.5833,70.65,98,97,2.46,overcast clouds
559,Mwene-Ditu,CD,-7.0,23.45,66.22,94,100,0.47,overcast clouds
560,Sainte-Suzanne,RE,-20.9061,55.6089,69.98,82,100,6.91,overcast clouds
561,Kosa,RU,59.9445,54.9977,31.44,95,36,7.18,scattered clouds
562,Matara,LK,5.9485,80.5353,76.91,89,100,10.36,heavy intensity rain
563,Moengo,SR,5.6167,-54.4,78.24,83,64,5.64,broken clouds
564,Mahuta,TZ,-10.8667,39.45,62.26,98,58,3.78,broken clouds
565,Xuddur,SO,4.1213,43.8894,71.67,82,34,9.46,scattered clouds
566,Dabat,ET,12.9842,37.765,55.24,76,96,2.68,light rain
567,Brae,GB,60.3964,-1.353,45.19,64,100,8.48,overcast clouds
568,Rumonge,BI,-3.9736,29.4386,71.76,88,100,12.64,light rain
569,Ravar,IR,31.2656,56.8055,64.11,33,3,2.62,clear sky
570,San Juan,AR,-31.5375,-68.5364,67.89,43,82,5.61,broken clouds
571,Tripoli,LY,32.8752,13.1875,71.96,61,6,2.77,clear sky
572,Bengkulu,ID,-3.8004,102.2655,73.87,92,100,2.37,overcast clouds
573,Mankono,CI,8.0586,-6.1897,71.19,93,54,2.28,broken clouds
574,Silao,MX,20.9333,-101.4333,76.14,49,75,4.61,broken clouds
575,Kabale,UG,-1.2486,29.9899,58.5,96,100,2.77,overcast clouds
576,Kurchum,KZ,48.5722,83.6542,39.79,56,100,6.24,overcast clouds
577,Usvyaty,RU,55.7456,30.7533,39.34,87,100,14.5,overcast clouds
578,Madhupur,IN,24.25,86.65,68.83,65,0,5.7,clear sky
579,Wisconsin Rapids,US,44.3836,-89.8174,43.09,48,0,4.61,clear sky
580,Krasnoarmeysk,RU,51.0239,45.6969,50.4,66,100,6.17,overcast clouds
581,Mega,ET,4.05,38.3,59.86,76,27,7.43,scattered clouds
582,Cadillac,US,44.2519,-85.4012,35.8,80,100,5.75,overcast clouds
583,Kosh-Agach,RU,50.0,88.6667,21.94,67,70,3.29,broken clouds
584,Agliana,IT,43.9066,11.0062,67.32,92,3,4.0,clear sky
585,Acarau,BR,-2.8856,-40.12,79.48,79,42,18.03,scattered clouds
586,Presidente Epitacio,BR,-21.7633,-52.1156,77.79,66,2,6.24,clear sky
587,Concarneau,FR,47.875,-3.9225,63.82,91,100,7.92,light rain
588,Fonte Boa,BR,-2.4959,-66.2662,74.98,98,100,3.15,overcast clouds
589,Omidiyeh,IR,30.7597,49.705,80.06,24,75,2.26,broken clouds
590,Krasnoye,UA,49.9145,24.6134,40.91,89,73,9.26,broken clouds
591,Macau,MO,22.2006,113.5461,73.2,68,40,16.11,scattered clouds
592,Estelle,US,29.8458,-90.1067,62.01,34,0,0.0,clear sky
593,Parry Sound,CA,45.3501,-80.033,41.05,87,100,10.56,moderate rain
594,Maridi,SS,4.9158,29.4742,68.02,91,99,1.86,overcast clouds
595,Druzhba,UA,52.0428,33.9453,39.99,83,45,11.1,light rain
596,Bonavista,CA,48.6499,-53.1147,53.01,89,8,11.12,clear sky
597,Lokosovo,RU,61.1333,74.8167,38.97,90,100,9.82,overcast clouds
598,Rocha,UY,-34.4833,-54.3333,57.31,98,37,7.2,scattered clouds
599,Farsund,NO,58.0948,6.8047,46.94,100,44,4.72,scattered clouds
600,Praia Da Vitoria,PT,38.7333,-27.0667,62.85,88,40,22.12,scattered clouds
601,Wesselsbron,ZA,-27.8549,26.3658,65.61,59,93,5.53,overcast clouds
602,Pokhara,NP,28.2333,83.9833,58.55,58,0,6.58,clear sky
603,Kamina,CD,-8.7386,24.9906,64.49,90,88,4.0,light rain
604,Carballo,ES,43.213,-8.691,60.22,86,54,11.81,broken clouds
605,Valreas,FR,44.3837,4.9908,62.62,92,43,3.36,scattered clouds
606,Uyuni,BO,-20.4597,-66.825,44.15,18,0,12.55,clear sky
607,Neuquen,AR,-38.9516,-68.0591,73.29,46,20,3.44,few clouds
608,Nisia Floresta,BR,-6.0911,-35.2086,77.81,76,23,12.59,few clouds
609,Livingstone,ZM,-17.8419,25.8543,69.89,48,43,4.61,scattered clouds
610,Burgeo,CA,47.6167,-57.6152,55.63,93,98,21.36,overcast clouds
611,Berga,NO,60.392,5.328,39.15,98,1,1.14,clear sky
612,Kenitra,MA,34.261,-6.5802,63.36,70,100,3.0,overcast clouds
613,Weligama,LK,5.9667,80.4167,77.45,88,100,11.74,heavy intensity rain
614,Pala,TD,9.3642,14.9046,73.6,79,64,3.78,broken clouds
615,Caluquembe,AO,-13.7833,14.6833,66.83,70,93,2.08,overcast clouds
616,Bilaspur,IN,22.0833,82.15,64.96,68,1,5.41,clear sky
617,Hurghada,EG,27.2574,33.8129,77.04,38,0,11.5,clear sky
618,Zasheyek,RU,67.4066,32.5499,30.94,86,95,12.01,overcast clouds
619,Nyagan,RU,62.1406,65.3936,34.92,87,90,7.45,overcast clouds
620,Montmagny,FR,48.9734,2.3469,62.24,93,0,13.8,clear sky
621,Quatre Cocos,MU,-20.2078,57.7625,68.11,68,50,11.07,scattered clouds
622,Yaya,RU,56.206,86.44,37.22,78,98,11.48,overcast clouds
623,Kashary,RU,49.04,41.0056,49.19,63,100,3.53,overcast clouds
624,Tobermory,CA,45.2501,-81.6665,37.83,91,100,18.3,light rain
625,Terrace Bay,CA,48.7834,-87.1,35.65,58,51,12.84,broken clouds
626,Cabedelo,BR,-6.9811,-34.8339,75.87,72,9,14.61,clear sky
627,Puerto Del Rosario,ES,28.5004,-13.8627,73.15,83,40,9.22,scattered clouds
628,Kraslava,LV,55.8951,27.168,34.18,93,16,7.78,few clouds
629,Angoche,MZ,-16.2325,39.9086,72.48,88,1,4.27,clear sky
630,Belmonte,BR,-15.8631,-38.8828,73.87,83,11,8.5,few clouds
631,Mwingi,KE,-0.9344,38.0601,63.37,84,46,5.55,scattered clouds
632,Filadelfia,US,39.9523,-75.1638,52.05,57,100,8.05,overcast clouds
633,Santa Cruz Del Sur,CU,20.7147,-77.9956,80.08,77,49,3.27,scattered clouds
634,Havelock,US,34.8791,-76.9013,55.35,65,0,5.75,clear sky
635,Balaguer,ES,41.7912,0.8109,67.68,83,100,5.7,overcast clouds
636,Cap-Chat,CA,49.1001,-66.6821,66.2,63,87,11.59,overcast clouds
637,Alirajpur,IN,22.3031,74.3546,71.37,75,1,7.67,clear sky
638,Bedford,GB,52.1346,-0.4663,58.8,86,100,13.56,overcast clouds
639,Kozhva,RU,65.1073,57.0459,31.96,93,100,7.43,overcast clouds
640,Lucea,JM,18.451,-78.1736,75.85,76,73,4.5,light rain
641,Kummersbruck,DE,49.4192,11.8883,45.36,83,100,4.43,overcast clouds
642,Shujalpur,IN,23.4,76.7167,65.01,69,0,6.06,clear sky
643,Luba,GQ,3.4568,8.5547,76.89,86,87,4.88,light rain
644,Belvedere Marittimo,IT,39.6179,15.8617,55.11,76,0,2.44,clear sky
645,Kashi,CN,39.4547,75.9797,60.01,18,99,17.9,overcast clouds
646,Muscat,OM,23.6139,58.5922,78.82,45,60,3.47,broken clouds
647,Jurm,AF,36.8648,70.8342,33.67,81,88,5.21,overcast clouds
648,Saveh,IR,35.0213,50.3566,62.6,51,2,0.25,clear sky
649,Minyar,RU,55.0709,57.5485,41.18,98,100,2.64,overcast clouds
650,Barra Dos Coqueiros,BR,-10.9089,-37.0386,78.82,73,40,13.8,scattered clouds
651,Zemio,CF,5.0314,25.1361,68.32,95,100,0.45,overcast clouds
652,Thinadhoo,MV,0.5333,72.9333,81.41,76,100,11.41,overcast clouds
653,Badhni Kalan,IN,30.6833,75.2833,68.49,67,0,8.57,clear sky
654,Ayni,TJ,39.3941,68.5377,24.53,72,24,7.67,few clouds
655,Kibala,TD,9.1104,18.3463,74.23,85,92,2.68,overcast clouds
656,Bealanana,MG,-14.55,48.7333,50.13,97,12,4.21,few clouds
657,Boditi,ET,6.9667,37.8667,58.71,85,96,1.39,light rain
658,Monte Alegre De Minas,BR,-18.8706,-48.8808,78.33,44,83,10.33,broken clouds
659,Artyom,AZ,40.4723,50.333,68.14,80,42,23.58,scattered clouds
660,Flers,FR,48.7372,-0.5747,61.05,94,100,1.92,overcast clouds
661,Tougan,BF,13.0667,-3.0667,82.54,35,41,5.95,scattered clouds
662,Pennathur,IN,12.25,79.2333,74.37,90,53,3.47,broken clouds
663,Krasnyy Luch,UA,48.1395,38.9371,48.78,65,100,3.96,overcast clouds
664,Chicama,PE,-7.8447,-79.1469,59.54,80,99,7.72,overcast clouds
665,Juba,SS,4.8517,31.5825,73.42,75,96,1.74,overcast clouds
666,Dmitriyevka,RU,54.75,55.3333,40.55,90,100,4.18,overcast clouds
667,Monrovia,LR,6.3005,-10.7969,76.77,86,99,5.23,light rain
668,Tiznit,MA,29.5833,-9.5,76.91,27,43,5.57,scattered clouds
669,Parabel,RU,58.6978,81.4825,37.99,85,100,10.71,overcast clouds
670,Paragominas,BR,-2.9667,-47.4833,79.05,66,74,4.16,broken clouds
671,Palmeira,BR,-25.4294,-50.0064,62.24,93,62,2.35,broken clouds
672,Krasnyy Yar,RU,46.5331,48.3456,51.73,87,87,5.61,overcast clouds
673,Shadrinsk,RU,56.0852,63.6335,38.7,95,99,5.91,overcast clouds
674,Florianopolis,BR,-27.6146,-48.5012,67.23,88,75,3.44,broken clouds
675,Espeland,NO,60.3833,5.4667,38.44,98,2,1.14,clear sky
676,Oksovskiy,RU,62.6062,39.8984,34.61,87,97,8.5,overcast clouds
677,Deventer,NL,52.25,6.15,47.12,90,87,4.0,overcast clouds
678,Tumbes,PE,-3.5667,-80.4414,73.35,78,75,3.44,broken clouds
679,Gazojak,TM,41.1875,61.4036,50.65,36,1,11.1,clear sky
680,Joao Pinheiro,BR,-17.7425,-46.1725,79.7,32,27,6.17,scattered clouds
681,Maragheh,IR,37.3917,46.2398,60.03,35,19,3.71,few clouds
682,Borovskoy,KZ,53.8,64.15,41.54,79,100,7.96,overcast clouds
683,Sobradinho,BR,-12.8333,-39.1,69.96,85,4,4.38,clear sky
684,Santa Maria,BR,-29.6842,-53.8069,69.1,73,20,5.75,moderate rain
685,Domoni,KM,-12.2569,44.5319,73.45,82,4,4.21,clear sky
686,Ayorou,NE,14.7308,0.9174,86.27,17,41,8.25,scattered clouds
